age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,deposit
32,management,married,tertiary,no,3696,no,no,unknown,21,may,315,3,-1,0,unknown,no
38,blue-collar,married,secondary,no,961,yes,no,unknown,16,may,346,1,-1,0,unknown,no
54,technician,single,secondary,no,224,no,no,cellular,5,aug,134,2,-1,0,unknown,no
50,management,single,tertiary,no,297,yes,no,unknown,5,may,119,1,-1,0,unknown,no
45,services,divorced,secondary,no,396,yes,yes,cellular,1,apr,251,4,329,4,failure,no
45,management,divorced,tertiary,no,1,no,no,cellular,6,aug,490,2,-1,0,unknown,yes
53,blue-collar,married,primary,no,751,yes,no,cellular,3,feb,1528,2,-1,0,unknown,yes
26,admin.,married,secondary,no,714,yes,no,unknown,28,may,183,1,-1,0,unknown,no
29,unemployed,single,tertiary,no,497,yes,no,cellular,18,may,642,3,298,6,success,yes
60,retired,divorced,secondary,no,496,yes,no,cellular,15,may,655,2,-1,0,unknown,yes
60,blue-collar,married,secondary,no,196,no,no,unknown,20,jun,583,3,-1,0,unknown,no
38,self-employed,single,secondary,no,592,no,no,cellular,6,may,275,1,-1,0,unknown,no
42,management,divorced,tertiary,no,1243,no,no,cellular,26,aug,1000,4,-1,0,unknown,yes
51,blue-collar,married,unknown,no,0,yes,no,telephone,7,may,10,4,-1,0,unknown,no
43,blue-collar,single,primary,no,-399,no,yes,cellular,28,jul,662,3,-1,0,unknown,yes
34,management,married,tertiary,no,133,yes,no,unknown,8,may,65,1,-1,0,unknown,no
45,admin.,divorced,secondary,no,0,yes,no,cellular,17,nov,102,1,-1,0,unknown,no
44,technician,divorced,tertiary,no,9192,yes,no,unknown,6,jun,59,3,-1,0,unknown,no
56,blue-collar,married,primary,no,1137,no,no,telephone,2,jul,176,1,-1,0,unknown,yes
42,services,married,secondary,no,737,yes,no,unknown,14,may,762,2,-1,0,unknown,no
35,technician,married,tertiary,no,4,yes,no,cellular,14,may,88,1,-1,0,unknown,no
71,technician,married,secondary,no,3020,no,no,telephone,30,jul,304,1,270,3,failure,yes
44,management,married,unknown,no,2724,no,no,cellular,28,dec,893,1,-1,0,unknown,yes
35,technician,married,tertiary,no,1629,no,no,cellular,25,jul,653,4,-1,0,unknown,yes
38,admin.,married,secondary,no,0,yes,no,cellular,8,jun,187,1,181,2,success,yes
37,services,divorced,secondary,no,241,yes,no,cellular,14,may,189,1,371,1,failure,no
51,entrepreneur,married,primary,no,538,no,no,cellular,18,nov,1122,4,-1,0,unknown,yes
58,blue-collar,married,secondary,no,1298,yes,no,unknown,29,may,516,4,-1,0,unknown,no
24,admin.,single,secondary,no,166,no,no,cellular,10,sep,256,2,-1,0,unknown,yes
70,retired,married,secondary,no,1310,no,no,cellular,15,oct,634,1,-1,0,unknown,no
32,housemaid,married,primary,no,-184,yes,no,cellular,6,feb,129,2,197,1,failure,no
59,admin.,single,secondary,no,-423,yes,yes,cellular,20,apr,84,1,-1,0,unknown,no
33,admin.,single,tertiary,no,272,yes,no,cellular,1,jun,326,1,237,2,failure,yes
55,services,married,secondary,no,283,yes,no,unknown,19,may,156,1,-1,0,unknown,no
30,admin.,divorced,primary,no,1032,yes,no,unknown,29,may,52,5,-1,0,unknown,no
42,admin.,single,secondary,no,30,yes,no,cellular,4,feb,98,1,266,3,failure,no
32,self-employed,married,primary,no,286,yes,no,cellular,6,aug,175,1,-1,0,unknown,no
33,services,married,primary,no,6904,no,no,telephone,20,nov,114,2,-1,0,unknown,no
64,management,married,tertiary,no,5112,no,no,telephone,19,oct,898,7,137,11,other,yes
42,entrepreneur,married,secondary,no,46,no,no,cellular,2,feb,1013,1,-1,0,unknown,no
35,unemployed,single,secondary,no,2116,yes,no,cellular,13,may,409,2,-1,0,unknown,no
33,blue-collar,single,secondary,no,498,no,no,cellular,30,apr,301,1,-1,0,unknown,yes
27,admin.,single,tertiary,no,73,no,no,cellular,29,jan,242,1,-1,0,unknown,no
38,management,divorced,tertiary,no,4692,yes,no,unknown,29,may,1363,2,-1,0,unknown,yes
34,admin.,single,secondary,no,673,yes,no,cellular,29,jan,89,1,260,2,failure,no
53,blue-collar,married,secondary,no,1653,no,no,unknown,17,jun,88,2,-1,0,unknown,no
27,blue-collar,single,secondary,no,535,no,no,cellular,15,feb,171,1,91,2,success,yes
28,management,single,tertiary,no,334,yes,no,unknown,14,may,438,4,-1,0,unknown,no
33,technician,married,secondary,no,348,yes,no,cellular,7,may,263,2,294,1,success,no
45,blue-collar,married,secondary,no,226,no,no,telephone,4,feb,170,2,212,2,failure,no
34,services,single,secondary,no,1239,yes,no,unknown,23,may,164,1,-1,0,unknown,no
51,technician,married,tertiary,no,1347,yes,yes,cellular,10,feb,160,1,243,1,failure,yes
33,entrepreneur,married,tertiary,no,114,no,yes,cellular,28,jul,57,3,-1,0,unknown,no
37,services,single,secondary,no,50,no,no,cellular,19,nov,244,1,154,8,other,no
55,technician,married,secondary,yes,-308,no,no,cellular,2,feb,781,1,-1,0,unknown,yes
51,technician,married,secondary,no,2,yes,yes,cellular,4,feb,71,1,205,3,failure,no
30,self-employed,married,tertiary,no,2666,no,no,cellular,5,aug,475,2,93,4,success,yes
31,services,married,secondary,no,28,yes,no,unknown,8,may,101,1,-1,0,unknown,no
38,blue-collar,married,primary,no,4592,yes,no,cellular,12,may,360,1,-1,0,unknown,no
71,retired,divorced,tertiary,yes,1236,yes,no,cellular,14,sep,335,4,-1,0,unknown,yes
31,blue-collar,single,secondary,no,530,no,yes,cellular,18,nov,251,2,-1,0,unknown,no
54,housemaid,single,secondary,no,1213,no,no,cellular,12,nov,241,1,-1,0,unknown,yes
35,management,married,tertiary,no,0,yes,no,cellular,11,feb,391,2,92,5,success,yes
50,blue-collar,married,primary,no,4979,no,no,telephone,6,apr,180,1,-1,0,unknown,yes
20,student,single,unknown,no,829,no,no,cellular,9,jul,253,2,-1,0,unknown,yes
36,technician,single,secondary,no,35,no,no,cellular,29,aug,493,2,-1,0,unknown,no
35,entrepreneur,single,tertiary,no,145,yes,no,cellular,18,jul,799,2,-1,0,unknown,yes
41,technician,married,tertiary,no,63,no,no,cellular,25,aug,36,3,-1,0,unknown,no
31,management,married,tertiary,no,2603,yes,no,cellular,11,feb,280,4,-1,0,unknown,yes
26,technician,single,secondary,no,507,no,no,cellular,30,apr,380,1,-1,0,unknown,yes
29,blue-collar,married,primary,no,111,yes,no,cellular,6,may,14,11,-1,0,unknown,no
59,retired,married,secondary,no,599,yes,no,cellular,7,may,31,1,-1,0,unknown,no
29,blue-collar,single,secondary,no,734,yes,yes,cellular,30,apr,259,1,296,1,other,yes
48,management,divorced,unknown,no,549,yes,no,unknown,6,may,427,1,-1,0,unknown,no
29,blue-collar,single,secondary,no,322,no,no,unknown,14,jun,434,1,96,6,other,yes
40,self-employed,married,secondary,no,0,yes,no,cellular,11,may,657,1,-1,0,unknown,yes
42,management,divorced,primary,no,0,yes,no,cellular,19,nov,73,5,-1,0,unknown,no
36,housemaid,divorced,tertiary,no,7296,yes,no,cellular,18,aug,108,6,-1,0,unknown,no
30,blue-collar,married,secondary,no,1131,yes,yes,cellular,18,nov,189,1,144,5,failure,no
32,services,single,tertiary,no,0,no,no,cellular,28,aug,23,12,-1,0,unknown,no
32,entrepreneur,married,tertiary,no,762,no,no,cellular,19,jul,187,11,-1,0,unknown,yes
34,management,married,tertiary,no,1352,no,no,cellular,8,aug,265,2,-1,0,unknown,no
24,services,single,secondary,yes,-122,yes,no,unknown,13,may,1000,1,-1,0,unknown,yes
56,retired,married,secondary,no,4577,no,no,cellular,29,aug,133,2,-1,0,unknown,no
34,management,single,tertiary,no,3821,yes,no,cellular,13,may,649,2,-1,0,unknown,yes
33,blue-collar,married,primary,no,1002,yes,no,unknown,30,may,201,4,-1,0,unknown,no
31,management,single,tertiary,no,12569,no,no,cellular,9,sep,344,1,295,1,failure,yes
44,management,single,tertiary,no,1090,no,no,cellular,20,oct,178,4,93,6,success,yes
28,blue-collar,single,primary,no,0,yes,yes,unknown,3,jun,380,4,-1,0,unknown,no
35,management,married,unknown,no,2326,yes,yes,cellular,16,sep,319,1,-1,0,unknown,yes
26,management,single,tertiary,no,222,no,no,cellular,28,jun,247,1,63,2,success,yes
51,management,divorced,tertiary,no,1937,yes,no,cellular,18,nov,185,4,152,11,other,no
34,management,married,tertiary,no,0,no,no,cellular,6,aug,139,2,-1,0,unknown,no
43,blue-collar,married,secondary,no,1311,yes,no,unknown,14,may,746,1,-1,0,unknown,no
29,management,single,tertiary,no,572,yes,no,telephone,8,nov,319,1,-1,0,unknown,yes
41,technician,single,tertiary,no,145,no,no,cellular,22,jul,1833,2,-1,0,unknown,yes
60,management,married,tertiary,no,13546,no,no,cellular,17,apr,452,3,-1,0,unknown,yes
27,blue-collar,single,secondary,no,181,no,no,unknown,13,may,147,1,-1,0,unknown,no
28,self-employed,single,tertiary,no,1579,no,no,cellular,13,jan,163,1,91,3,failure,yes
58,self-employed,divorced,tertiary,no,1382,no,no,unknown,9,jun,700,1,-1,0,unknown,yes
32,management,single,tertiary,no,10281,no,no,cellular,22,apr,400,1,-1,0,unknown,yes
32,technician,single,tertiary,no,654,yes,no,cellular,25,may,615,4,-1,0,unknown,yes
33,blue-collar,married,secondary,no,0,yes,no,unknown,21,may,521,3,-1,0,unknown,yes
46,admin.,single,secondary,no,1693,yes,no,cellular,20,oct,427,1,-1,0,unknown,yes
57,housemaid,married,tertiary,no,2326,no,no,cellular,28,oct,207,1,194,1,success,yes
59,retired,divorced,primary,no,217,yes,no,unknown,26,may,574,3,-1,0,unknown,no
32,services,divorced,tertiary,no,376,yes,no,unknown,20,may,102,2,-1,0,unknown,no
49,blue-collar,married,secondary,no,298,yes,no,cellular,3,feb,392,3,-1,0,unknown,no
52,management,married,secondary,no,189,no,no,cellular,22,aug,90,2,-1,0,unknown,no
37,services,divorced,secondary,no,49,yes,no,unknown,16,may,619,2,-1,0,unknown,yes
38,management,married,secondary,no,93,no,no,unknown,3,jul,515,2,-1,0,unknown,no
27,services,single,secondary,no,195,yes,no,cellular,25,feb,416,3,-1,0,unknown,yes
43,housemaid,married,primary,no,0,yes,no,cellular,25,aug,152,3,-1,0,unknown,no
57,blue-collar,married,primary,no,0,no,no,unknown,9,jun,73,2,-1,0,unknown,no
48,technician,married,unknown,no,67,yes,no,unknown,14,may,328,4,-1,0,unknown,no
27,technician,married,secondary,no,2183,yes,yes,unknown,21,may,857,1,-1,0,unknown,yes
32,management,married,tertiary,no,2204,no,no,cellular,27,aug,123,4,-1,0,unknown,no
34,technician,married,secondary,no,294,yes,no,cellular,8,jun,301,3,-1,0,unknown,yes
34,entrepreneur,married,secondary,no,1368,yes,no,cellular,18,nov,252,2,-1,0,unknown,no
27,management,single,tertiary,no,1720,no,no,cellular,3,nov,284,2,273,1,failure,yes
38,services,married,tertiary,no,1018,no,no,unknown,16,jun,325,3,-1,0,unknown,no
38,technician,single,secondary,no,1130,no,no,cellular,4,jun,96,2,98,1,success,yes
42,management,single,tertiary,no,1146,yes,no,unknown,15,may,98,2,-1,0,unknown,no
56,management,married,secondary,no,238,yes,no,cellular,19,nov,808,1,-1,0,unknown,no
48,management,married,secondary,no,0,yes,no,telephone,23,jul,90,2,-1,0,unknown,no
38,entrepreneur,married,tertiary,no,898,yes,no,unknown,6,may,132,2,-1,0,unknown,no
34,technician,divorced,secondary,no,-276,yes,no,unknown,29,may,175,3,-1,0,unknown,no
27,technician,married,tertiary,no,276,no,no,unknown,16,may,218,2,-1,0,unknown,no
34,unemployed,single,secondary,no,15,no,no,cellular,12,jan,377,1,-1,0,unknown,yes
44,unemployed,married,secondary,no,0,yes,no,cellular,2,feb,699,1,272,1,failure,yes
85,retired,married,primary,no,98,no,no,cellular,30,apr,416,1,-1,0,unknown,yes
56,retired,married,primary,no,9367,no,no,telephone,13,nov,271,2,92,4,success,yes
41,blue-collar,married,secondary,no,849,yes,yes,cellular,12,may,100,4,-1,0,unknown,no
36,technician,married,secondary,no,480,no,no,cellular,20,oct,213,1,-1,0,unknown,yes
35,technician,married,tertiary,no,22,no,no,cellular,11,aug,109,1,-1,0,unknown,no
33,management,single,tertiary,no,0,yes,no,telephone,5,may,399,2,358,5,other,no
68,retired,married,primary,no,451,no,no,cellular,5,mar,373,1,-1,0,unknown,yes
51,management,divorced,tertiary,no,0,yes,no,cellular,28,jul,534,4,-1,0,unknown,no
33,services,divorced,secondary,no,44,no,yes,cellular,23,jul,529,1,-1,0,unknown,yes
39,admin.,single,secondary,no,2854,yes,no,unknown,2,jun,64,1,-1,0,unknown,no
42,management,married,tertiary,no,478,no,yes,cellular,8,jul,165,1,-1,0,unknown,no
55,admin.,married,secondary,no,8304,no,no,cellular,1,sep,193,1,92,1,success,yes
61,management,married,tertiary,no,997,no,no,cellular,10,mar,106,1,-1,0,unknown,yes
34,admin.,divorced,secondary,no,479,yes,no,cellular,12,may,515,1,350,5,failure,yes
42,blue-collar,married,primary,no,-181,yes,no,unknown,15,may,297,3,-1,0,unknown,no
55,management,married,tertiary,no,3848,yes,no,cellular,8,apr,222,2,-1,0,unknown,yes
46,management,married,unknown,no,802,yes,no,telephone,25,jul,417,1,-1,0,unknown,no
52,housemaid,married,primary,no,3798,yes,no,cellular,17,jul,1208,1,-1,0,unknown,yes
27,management,single,tertiary,no,107,no,no,cellular,18,oct,767,3,-1,0,unknown,yes
34,entrepreneur,married,tertiary,no,146,yes,no,cellular,14,jul,788,2,-1,0,unknown,yes
69,retired,married,primary,no,324,no,no,cellular,4,feb,136,4,-1,0,unknown,yes
49,technician,divorced,tertiary,no,1807,yes,no,cellular,2,jun,225,1,82,1,success,no
36,management,married,tertiary,no,6641,no,no,cellular,30,jul,105,4,-1,0,unknown,no
24,technician,single,secondary,no,409,yes,no,unknown,16,may,912,1,-1,0,unknown,yes
27,services,single,secondary,no,1820,yes,no,cellular,17,jul,1027,1,-1,0,unknown,yes
35,services,single,primary,no,167,no,yes,cellular,11,jul,614,2,-1,0,unknown,yes
27,blue-collar,single,primary,no,232,yes,no,cellular,26,oct,701,2,-1,0,unknown,yes
31,blue-collar,single,tertiary,no,761,no,no,telephone,18,nov,514,2,-1,0,unknown,yes
35,blue-collar,married,unknown,no,1201,no,no,unknown,18,jun,537,1,-1,0,unknown,yes
41,housemaid,married,primary,no,365,no,no,cellular,8,aug,203,5,-1,0,unknown,no
67,retired,married,secondary,no,2048,no,no,cellular,16,sep,452,5,195,4,other,yes
36,management,married,tertiary,no,495,no,no,cellular,14,jun,187,1,94,9,success,yes
51,management,divorced,tertiary,no,119,no,no,cellular,17,nov,200,1,165,2,failure,no
64,retired,married,tertiary,no,846,no,no,cellular,11,feb,671,1,181,3,failure,yes
31,self-employed,single,secondary,no,762,no,no,cellular,11,aug,312,3,-1,0,unknown,no
46,management,married,secondary,no,5559,no,no,unknown,17,jun,483,1,-1,0,unknown,no
36,management,divorced,tertiary,no,102,yes,no,cellular,14,apr,114,1,-1,0,unknown,no
46,admin.,married,secondary,no,556,yes,yes,unknown,15,may,646,3,-1,0,unknown,yes
26,blue-collar,single,secondary,no,396,yes,no,unknown,28,may,302,1,-1,0,unknown,no
38,housemaid,divorced,secondary,no,70,no,no,cellular,27,oct,255,3,148,1,success,yes
42,management,married,tertiary,no,877,yes,no,unknown,14,may,238,1,-1,0,unknown,no
42,technician,single,secondary,yes,-1129,yes,no,unknown,2,jun,555,5,-1,0,unknown,yes
37,technician,married,secondary,no,28,no,no,cellular,21,aug,101,2,-1,0,unknown,no
22,student,single,unknown,no,466,no,no,cellular,30,jun,377,1,-1,0,unknown,yes
53,blue-collar,married,secondary,no,208,no,no,unknown,20,jun,333,15,-1,0,unknown,no
32,management,married,tertiary,no,3387,yes,no,cellular,15,may,1111,5,-1,0,unknown,yes
39,services,married,secondary,no,207,no,no,unknown,6,jun,78,2,-1,0,unknown,no
35,blue-collar,married,secondary,no,270,yes,yes,cellular,6,apr,332,2,335,1,failure,no
35,blue-collar,single,unknown,no,484,no,no,cellular,8,jul,344,1,87,3,failure,yes
28,blue-collar,single,secondary,no,1735,yes,no,cellular,20,apr,89,1,-1,0,unknown,no
49,technician,married,secondary,no,12531,no,no,cellular,13,aug,77,8,-1,0,unknown,no
35,self-employed,single,tertiary,no,1129,yes,no,cellular,21,nov,64,2,184,2,failure,no
34,blue-collar,single,secondary,no,39,no,no,cellular,13,may,254,2,299,3,failure,no
44,management,divorced,tertiary,no,5773,no,no,unknown,23,may,597,6,-1,0,unknown,yes
28,student,single,secondary,no,5916,no,no,cellular,22,may,259,1,63,5,failure,no
31,technician,single,secondary,no,2916,no,no,cellular,14,aug,174,2,-1,0,unknown,no
30,management,married,tertiary,no,1996,no,no,cellular,8,feb,1133,3,101,1,other,yes
43,admin.,married,secondary,no,132,no,no,cellular,19,aug,574,1,84,3,success,yes
35,services,single,tertiary,no,0,no,no,cellular,3,jul,704,1,-1,0,unknown,yes
34,technician,single,tertiary,no,184,yes,no,cellular,30,jul,87,3,-1,0,unknown,no
49,blue-collar,married,secondary,no,1946,no,no,cellular,19,oct,192,1,95,1,success,yes
26,blue-collar,single,secondary,no,191,yes,no,cellular,6,may,550,1,-1,0,unknown,yes
52,entrepreneur,single,tertiary,no,3469,yes,no,cellular,20,nov,653,1,-1,0,unknown,yes
55,management,married,unknown,no,3122,no,no,cellular,8,jul,349,1,-1,0,unknown,yes
27,management,married,tertiary,no,893,no,no,cellular,16,oct,154,2,-1,0,unknown,yes
38,services,married,secondary,no,173,yes,no,unknown,20,may,130,2,-1,0,unknown,no
33,blue-collar,married,secondary,no,0,no,no,cellular,29,jul,454,6,-1,0,unknown,yes
29,technician,single,secondary,no,590,no,no,cellular,25,may,124,1,-1,0,unknown,yes
33,technician,divorced,tertiary,no,0,yes,no,cellular,2,jun,72,1,-1,0,unknown,no
48,admin.,single,secondary,no,479,yes,yes,unknown,18,jun,533,3,-1,0,unknown,no
30,management,single,tertiary,no,3473,no,no,cellular,12,mar,1209,2,-1,0,unknown,yes
40,blue-collar,married,secondary,no,5060,no,no,unknown,9,nov,299,1,-1,0,unknown,yes
29,management,single,tertiary,no,983,yes,no,cellular,11,jul,963,2,-1,0,unknown,yes
49,technician,divorced,tertiary,no,1807,yes,no,cellular,12,mar,229,1,-1,0,unknown,yes
39,blue-collar,divorced,secondary,no,36,yes,no,unknown,12,may,109,2,-1,0,unknown,no
29,services,single,secondary,no,37,no,yes,cellular,17,jul,309,2,-1,0,unknown,no
54,management,divorced,tertiary,no,5475,no,no,cellular,22,jul,321,4,-1,0,unknown,yes
33,technician,single,secondary,no,66,no,no,cellular,5,jun,157,2,-1,0,unknown,yes
54,services,single,secondary,no,0,no,no,cellular,23,sep,209,1,-1,0,unknown,yes
41,technician,divorced,secondary,no,1545,no,yes,cellular,13,aug,183,2,-1,0,unknown,no
52,blue-collar,married,secondary,no,955,no,yes,cellular,17,jun,301,2,134,4,success,yes
69,retired,divorced,secondary,no,4572,no,no,telephone,27,oct,146,2,56,1,other,yes
29,management,married,tertiary,no,1387,yes,no,cellular,18,may,256,2,-1,0,unknown,yes
38,services,single,secondary,no,1315,no,no,unknown,20,jun,23,12,-1,0,unknown,no
26,services,single,secondary,no,531,yes,yes,cellular,6,feb,184,1,-1,0,unknown,no
33,admin.,single,secondary,no,1277,yes,no,cellular,18,may,827,1,-1,0,unknown,yes
44,blue-collar,married,primary,no,134,yes,no,cellular,7,may,378,1,-1,0,unknown,no
31,management,single,tertiary,no,4718,yes,no,cellular,21,nov,536,1,-1,0,unknown,yes
46,management,married,tertiary,no,4693,no,yes,cellular,7,aug,79,1,394,2,failure,yes
41,technician,single,tertiary,no,-89,yes,no,cellular,3,feb,195,4,251,4,failure,no
54,admin.,married,secondary,no,66,yes,no,cellular,11,nov,167,1,-1,0,unknown,yes
50,admin.,single,secondary,no,2252,no,no,cellular,30,apr,652,2,-1,0,unknown,yes
31,management,single,secondary,no,453,yes,no,unknown,9,may,384,2,-1,0,unknown,no
58,retired,married,secondary,no,-324,yes,no,cellular,7,may,229,2,-1,0,unknown,no
53,housemaid,married,primary,no,70,no,no,cellular,21,aug,77,8,-1,0,unknown,no
23,student,single,secondary,no,1809,no,no,cellular,8,jul,414,2,-1,0,unknown,yes
45,management,married,tertiary,no,226,yes,no,cellular,15,feb,91,4,185,6,success,yes
45,management,single,tertiary,no,4831,no,no,cellular,30,jul,852,3,182,11,success,yes
55,blue-collar,married,primary,no,-79,no,yes,unknown,27,jun,293,3,-1,0,unknown,no
41,admin.,married,secondary,no,2498,no,no,cellular,12,aug,411,1,-1,0,unknown,yes
21,student,single,secondary,no,216,no,no,cellular,5,aug,414,1,-1,0,unknown,yes
44,self-employed,divorced,secondary,no,8,no,no,cellular,26,jul,423,4,-1,0,unknown,yes
57,management,married,tertiary,no,3431,yes,no,cellular,21,nov,55,2,189,1,failure,no
26,student,single,tertiary,no,294,no,no,cellular,4,dec,208,2,-1,0,unknown,yes
33,blue-collar,single,primary,no,557,yes,no,cellular,17,apr,91,2,331,2,failure,no
30,admin.,single,secondary,no,0,no,no,cellular,4,sep,316,3,-1,0,unknown,yes
58,management,married,tertiary,no,2261,yes,no,cellular,3,jun,1361,1,391,1,failure,no
26,services,single,secondary,no,162,yes,no,cellular,2,mar,185,2,130,8,other,no
34,unemployed,married,secondary,no,978,no,no,cellular,24,mar,132,1,-1,0,unknown,yes
41,self-employed,married,unknown,no,1377,yes,no,cellular,15,may,111,4,371,2,other,no
59,management,married,tertiary,no,315,no,no,cellular,2,mar,591,1,176,2,failure,yes
61,admin.,married,secondary,no,4608,no,no,cellular,12,mar,212,1,-1,0,unknown,yes
29,admin.,single,secondary,no,127,yes,yes,cellular,20,apr,314,1,-1,0,unknown,no
64,management,married,tertiary,no,3951,no,no,cellular,29,oct,164,1,-1,0,unknown,yes
38,technician,married,secondary,no,318,no,no,cellular,5,aug,274,1,182,6,success,yes
39,services,married,primary,no,1951,yes,no,unknown,23,may,208,2,-1,0,unknown,no
30,management,single,tertiary,no,424,no,no,cellular,16,apr,298,4,-1,0,unknown,yes
32,management,married,tertiary,no,128,yes,no,cellular,28,jul,320,3,-1,0,unknown,no
32,blue-collar,single,secondary,no,-84,yes,no,cellular,11,may,426,1,-1,0,unknown,no
29,services,single,secondary,no,1934,no,no,cellular,29,sep,271,1,-1,0,unknown,yes
47,admin.,married,secondary,no,368,no,no,cellular,21,may,403,1,87,6,success,yes
28,student,single,secondary,no,205,no,no,cellular,14,jul,87,3,184,2,other,yes
51,admin.,married,secondary,no,2662,no,no,telephone,28,jan,148,2,-1,0,unknown,no
67,management,divorced,tertiary,no,361,no,no,cellular,13,oct,411,2,-1,0,unknown,yes
52,blue-collar,divorced,primary,no,-191,yes,no,unknown,15,may,755,1,-1,0,unknown,yes
41,unemployed,divorced,secondary,no,271,yes,no,unknown,19,jun,196,2,-1,0,unknown,no
34,technician,married,tertiary,no,932,yes,no,cellular,4,jun,218,1,-1,0,unknown,no
47,unemployed,married,secondary,no,312,no,no,cellular,29,jul,884,1,-1,0,unknown,yes
40,management,married,tertiary,no,0,yes,no,cellular,2,feb,279,1,-1,0,unknown,no
39,entrepreneur,married,secondary,no,11887,no,no,cellular,18,nov,1181,2,-1,0,unknown,yes
25,student,single,tertiary,no,253,no,no,cellular,4,may,597,1,-1,0,unknown,yes
28,student,single,tertiary,no,1562,no,no,cellular,15,feb,659,4,-1,0,unknown,yes
26,management,single,tertiary,no,-8,no,no,cellular,13,aug,402,2,-1,0,unknown,no
38,blue-collar,single,tertiary,no,2885,yes,no,unknown,20,jun,1422,10,-1,0,unknown,yes
43,admin.,single,secondary,no,733,yes,no,cellular,25,may,282,1,187,3,success,yes
37,technician,married,secondary,no,95,no,no,cellular,6,feb,454,3,-1,0,unknown,no
34,services,married,secondary,no,24,yes,no,unknown,28,may,124,1,-1,0,unknown,no
27,services,single,secondary,no,339,no,no,cellular,4,jun,182,1,-1,0,unknown,yes
46,admin.,divorced,secondary,no,1198,yes,yes,cellular,7,apr,837,1,307,1,other,no
33,management,married,tertiary,no,5878,no,no,cellular,23,oct,438,1,430,2,failure,yes
45,admin.,married,secondary,no,204,yes,no,cellular,3,jun,224,2,-1,0,unknown,yes
46,blue-collar,married,secondary,no,624,yes,no,cellular,16,apr,201,1,-1,0,unknown,no
27,technician,divorced,secondary,no,21,yes,no,cellular,18,may,336,1,356,1,failure,no
32,student,single,tertiary,no,64,no,no,cellular,30,jun,598,4,105,5,failure,yes
36,blue-collar,single,secondary,no,-175,yes,no,unknown,15,may,180,2,-1,0,unknown,no
34,entrepreneur,married,secondary,no,223,no,yes,cellular,11,aug,103,6,-1,0,unknown,no
51,admin.,single,tertiary,no,394,no,no,telephone,28,jan,968,2,-1,0,unknown,yes
35,technician,married,secondary,no,2019,yes,yes,cellular,18,nov,83,2,144,1,failure,no
36,admin.,married,secondary,no,165,yes,no,unknown,23,may,456,4,-1,0,unknown,no
39,blue-collar,married,secondary,no,94,yes,yes,cellular,19,nov,181,1,-1,0,unknown,no
53,unemployed,divorced,secondary,no,587,no,no,cellular,19,nov,561,1,-1,0,unknown,yes
37,technician,single,tertiary,no,1609,no,yes,unknown,20,jun,10,19,-1,0,unknown,no
31,management,married,tertiary,no,1224,yes,yes,cellular,24,jul,1441,2,-1,0,unknown,yes
37,technician,single,secondary,yes,375,no,no,unknown,9,jun,223,2,-1,0,unknown,no
42,blue-collar,married,secondary,no,1598,yes,yes,cellular,16,apr,1463,2,-1,0,unknown,yes
36,management,married,tertiary,no,242,yes,no,cellular,14,may,20,1,-1,0,unknown,no
34,blue-collar,married,secondary,no,-257,yes,no,cellular,15,may,160,1,368,4,failure,no
38,management,single,tertiary,no,455,yes,no,cellular,19,feb,255,2,555,6,success,yes
27,student,single,tertiary,no,311,no,no,cellular,28,jul,462,1,148,4,success,yes
20,student,single,primary,no,0,no,no,cellular,1,feb,143,5,91,8,failure,no
32,technician,married,secondary,no,303,yes,no,cellular,8,apr,150,1,267,4,failure,yes
29,management,single,tertiary,no,3846,no,no,cellular,3,jun,313,2,-1,0,unknown,yes
31,technician,married,secondary,no,2420,yes,no,cellular,19,nov,166,1,-1,0,unknown,no
41,admin.,divorced,secondary,no,1967,yes,no,cellular,18,may,115,1,341,1,failure,no
50,blue-collar,married,primary,no,888,no,yes,telephone,10,jul,160,3,-1,0,unknown,no
33,management,married,tertiary,no,250,no,no,cellular,4,mar,377,6,-1,0,unknown,yes
58,retired,married,secondary,no,35,no,no,cellular,29,jul,336,7,-1,0,unknown,no
36,technician,single,secondary,no,7503,yes,no,telephone,5,may,193,1,335,1,failure,no
35,management,single,tertiary,no,1599,yes,yes,cellular,13,apr,407,1,-1,0,unknown,yes
39,management,divorced,tertiary,no,224,no,no,cellular,5,apr,208,1,-1,0,unknown,yes
39,services,single,tertiary,no,410,no,no,unknown,19,jun,266,4,-1,0,unknown,no
66,retired,married,secondary,no,3473,no,no,cellular,14,apr,441,2,-1,0,unknown,no
33,management,single,secondary,no,2955,yes,no,cellular,18,may,178,2,-1,0,unknown,no
54,blue-collar,married,primary,no,-636,yes,no,unknown,30,may,324,3,-1,0,unknown,no
46,admin.,married,primary,no,469,yes,no,cellular,2,feb,75,1,264,10,other,no
51,technician,married,secondary,no,-1944,yes,no,cellular,7,may,623,1,-1,0,unknown,yes
48,services,divorced,secondary,no,-361,yes,no,cellular,12,may,1062,3,349,3,other,yes
27,services,single,secondary,no,246,no,no,cellular,17,jun,453,2,-1,0,unknown,yes
31,technician,married,secondary,no,4,no,no,unknown,20,may,199,4,-1,0,unknown,no
51,housemaid,married,primary,no,108,no,no,unknown,16,jun,278,2,-1,0,unknown,no
53,technician,divorced,tertiary,no,2228,no,no,cellular,17,nov,890,1,-1,0,unknown,yes
